filename,width,height,class,xmin,ymin,xmax,ymax
image_000039.jpg,512,512,D,148,130,370,333
image_000040.jpg,512,512,V,134,265,312,428
image_000041.jpg,512,512,H,45,202,185,329
image_000042.jpg,512,512,C,224,214,337,319
image_000043.jpg,512,512,Q,363,235,494,377
image_000044.jpg,512,512,F,172,82,316,248
image_000045.jpg,512,512,Q,299,109,408,216
image_000046.jpg,512,512,E,289,266,430,396
image_000047.jpg,512,512,G,36,143,229,318
image_000047.jpg,512,512,P,310,8,445,139
image_000048.jpg,512,512,B,277,242,390,345
image_000049.jpg,512,512,R,145,0,317,194
image_000050.jpg,512,512,E,264,189,437,347
image_000051.jpg,512,512,J,266,339,421,481
image_000052.jpg,512,512,V,75,283,203,424
image_000053.jpg,512,512,T,308,71,504,251
image_000054.jpg,512,512,F,0,157,172,348
image_000055.jpg,512,512,Z,247,66,434,238
image_000056.jpg,512,512,M,251,0,447,200
image_000057.jpg,512,512,J,266,8,463,202
image_000058.jpg,512,512,I,299,20,501,216
image_000059.jpg,512,512,R,0,242,135,378
image_000060.jpg,512,512,I,220,126,329,240
image_000061.jpg,512,512,Q,346,126,473,243
image_000062.jpg,512,512,Q,166,165,370,373
image_000062.jpg,512,512,V,208,307,330,444
image_000063.jpg,512,512,V,223,55,430,243
image_000064.jpg,512,512,M,161,23,344,203
image_000065.jpg,512,512,X,176,39,385,234
image_000066.jpg,512,512,J,274,210,409,333
image_000067.jpg,512,512,V,202,289,330,422
image_000068.jpg,512,512,C,217,211,361,343
image_000069.jpg,512,512,H,87,3,280,178
image_000070.jpg,512,512,P,252,90,417,272
image_000071.jpg,512,512,W,142,41,326,221
image_000072.jpg,512,512,Y,253,217,461,408
image_000073.jpg,512,512,W,0,99,154,269
image_000074.jpg,512,512,Z,170,161,335,310
image_000075.jpg,512,512,O,238,112,406,291
image_000076.jpg,512,512,F,149,41,344,219
image_000077.jpg,512,512,Y,141,32,339,211
image_000078.jpg,512,512,H,108,155,250,287
image_000079.jpg,512,512,W,84,132,213,249
image_000080.jpg,512,512,B,161,294,293,418
image_000081.jpg,512,512,Y,127,267,304,428
image_000082.jpg,512,512,N,274,203,432,377
image_000083.jpg,512,512,I,0,115,154,267
image_000084.jpg,512,512,F,292,255,495,441
image_000085.jpg,512,512,S,0,134,157,295
image_000086.jpg,512,512,B,116,139,257,267
image_000087.jpg,512,512,I,278,76,475,257
image_000088.jpg,512,512,R,363,144,483,254
image_000089.jpg,512,512,B,324,80,511,263
image_000090.jpg,512,512,E,24,278,187,426
image_000091.jpg,512,512,L,194,253,325,374
image_000092.jpg,512,512,J,16,137,136,254
image_000093.jpg,512,512,M,46,151,249,367
image_000094.jpg,512,512,W,253,177,451,360
image_000095.jpg,512,512,Z,183,232,301,340
image_000096.jpg,512,512,A,223,0,408,168
image_000097.jpg,512,512,O,163,197,335,394
image_000098.jpg,512,512,Z,235,68,436,281
image_000099.jpg,512,512,K,228,0,419,160
image_000100.jpg,512,512,O,217,83,390,240
image_000101.jpg,512,512,P,276,89,402,226
image_000102.jpg,512,512,I,178,39,353,199
image_000103.jpg,512,512,R,213,162,407,339
image_000104.jpg,512,512,C,135,81,275,219
image_000105.jpg,512,512,R,123,209,294,365
image_000106.jpg,512,512,I,68,212,215,345
image_000107.jpg,512,512,Y,28,177,218,350
image_000108.jpg,512,512,Y,109,0,280,155
image_000109.jpg,512,512,F,276,69,425,204
image_000110.jpg,512,512,J,17,236,204,406
image_000111.jpg,512,512,S,164,114,293,262
image_000112.jpg,512,512,P,34,180,156,295
image_000113.jpg,512,512,E,196,106,310,239
image_000114.jpg,512,512,Y,213,175,363,331
image_000115.jpg,512,512,O,206,134,348,267
image_000116.jpg,512,512,X,268,228,393,341
image_000117.jpg,512,512,H,38,8,167,127
image_000118.jpg,512,512,J,109,133,216,250
image_000119.jpg,512,512,H,244,128,452,331
image_000120.jpg,512,512,N,105,49,230,164
image_000121.jpg,512,512,B,120,251,248,370
image_000122.jpg,512,512,D,98,100,263,250
image_000123.jpg,512,512,O,27,136,148,246
image_000124.jpg,512,512,C,248,272,383,399
image_000125.jpg,512,512,Y,52,9,229,178
image_000126.jpg,512,512,U,79,296,240,441
image_000127.jpg,512,512,C,145,79,309,232
image_000128.jpg,512,512,N,114,272,292,460
image_000129.jpg,512,512,O,84,74,200,194
image_000130.jpg,512,512,A,170,101,355,271
image_000131.jpg,512,512,Y,162,0,330,150
image_000132.jpg,512,512,J,206,10,349,176
image_000133.jpg,512,512,H,90,0,281,137
image_000134.jpg,512,512,D,30,247,191,393
image_000135.jpg,512,512,Q,119,115,308,286
image_000136.jpg,512,512,E,322,113,464,268
image_000137.jpg,512,512,I,264,39,450,235
image_000138.jpg,512,512,A,131,209,257,358
image_000138.jpg,512,512,P,118,98,327,288
image_000139.jpg,512,512,M,93,55,250,210
image_000140.jpg,512,512,H,109,50,314,237
image_000141.jpg,512,512,M,269,225,407,386
image_000141.jpg,512,512,P,0,225,203,425
image_000142.jpg,512,512,O,360,64,484,178
image_000143.jpg,512,512,E,283,96,400,209
image_000144.jpg,512,512,C,252,229,459,416
image_000145.jpg,512,512,W,136,117,342,313
image_000146.jpg,512,512,V,306,186,509,380
image_000147.jpg,512,512,U,22,0,213,171
image_000148.jpg,512,512,K,80,56,281,242
image_000149.jpg,512,512,S,33,30,216,204
image_000150.jpg,512,512,V,325,56,463,180
image_000151.jpg,512,512,I,289,133,476,304
image_000152.jpg,512,512,C,116,176,273,328
image_000152.jpg,512,512,N,129,70,296,266
image_000153.jpg,512,512,D,222,177,345,320
image_000154.jpg,512,512,V,30,293,174,446
image_000155.jpg,512,512,T,292,217,476,408
image_000156.jpg,512,512,Z,227,183,373,327
image_000157.jpg,512,512,V,15,10,197,184
image_000158.jpg,512,512,Z,169,222,330,371
image_000159.jpg,512,512,X,98,260,243,419
image_000160.jpg,512,512,Q,240,1,441,213
image_000161.jpg,512,512,Z,302,255,446,386
image_000162.jpg,512,512,Y,290,122,487,349
image_000163.jpg,512,512,Z,19,77,193,237
image_000164.jpg,512,512,L,224,135,398,321
image_000165.jpg,512,512,D,165,162,334,354
image_000166.jpg,512,512,T,70,304,194,443
image_000167.jpg,512,512,N,0,93,109,222
image_000167.jpg,512,512,D,326,67,448,177
image_000168.jpg,512,512,X,173,145,354,328
image_000169.jpg,512,512,U,185,149,296,275
image_000170.jpg,512,512,L,166,80,302,204
image_000170.jpg,512,512,V,288,237,443,379
image_000171.jpg,512,512,D,268,16,487,195
image_000172.jpg,512,512,A,168,340,279,456
image_000173.jpg,512,512,Y,168,235,342,394
image_000174.jpg,512,512,Z,0,168,150,364
image_000175.jpg,512,512,I,0,187,180,373
image_000176.jpg,512,512,Z,147,47,288,176
image_000176.jpg,512,512,X,35,6,193,149
image_000177.jpg,512,512,S,140,307,267,422
image_000178.jpg,512,512,V,100,271,272,429
image_000179.jpg,512,512,M,26,207,184,350
image_000180.jpg,512,512,K,0,73,174,242
image_000181.jpg,512,512,K,204,87,356,225
image_000182.jpg,512,512,Z,286,143,466,329
image_000183.jpg,512,512,G,301,87,450,246
image_000184.jpg,512,512,X,155,225,277,336
image_000185.jpg,512,512,P,333,89,453,200
image_000186.jpg,512,512,Z,37,322,162,438
image_000187.jpg,512,512,N,256,212,396,365
image_000188.jpg,512,512,J,96,142,276,307
image_000189.jpg,512,512,H,81,110,288,301
image_000190.jpg,512,512,H,302,228,491,429
image_000191.jpg,512,512,U,207,177,375,344
image_000192.jpg,512,512,I,100,51,297,229
image_000193.jpg,512,512,S,47,245,212,437
image_000194.jpg,512,512,Q,154,113,290,237
image_000195.jpg,512,512,Y,136,223,354,423
image_000195.jpg,512,512,Y,211,50,385,222
image_000196.jpg,512,512,O,65,140,223,283
image_000197.jpg,512,512,V,127,172,318,346
image_000198.jpg,512,512,T,119,335,230,450
image_000199.jpg,512,512,J,0,191,132,327
image_000200.jpg,512,512,W,191,218,329,343
image_000201.jpg,512,512,X,67,350,175,467
image_000202.jpg,512,512,S,220,85,376,227
image_000203.jpg,512,512,F,225,199,408,404
image_000204.jpg,512,512,D,207,172,345,298
image_000205.jpg,512,512,K,268,23,400,151
image_000206.jpg,512,512,G,109,182,308,394
image_000207.jpg,512,512,H,124,55,248,169
image_000208.jpg,512,512,C,281,149,406,277
image_000209.jpg,512,512,O,306,120,474,315
image_000210.jpg,512,512,U,153,148,296,285
image_000211.jpg,512,512,S,193,121,311,226
image_000212.jpg,512,512,J,327,277,444,390
image_000213.jpg,512,512,O,283,253,463,417
image_000214.jpg,512,512,S,91,103,275,273
image_000215.jpg,512,512,D,211,289,414,476
image_000216.jpg,512,512,B,156,144,293,270
image_000217.jpg,512,512,L,111,190,318,395
image_000218.jpg,512,512,U,0,18,167,194
image_000219.jpg,512,512,X,288,177,495,368
image_000220.jpg,512,512,V,155,323,278,445
image_000221.jpg,512,512,T,8,152,193,332
image_000222.jpg,512,512,E,280,182,459,360
image_000223.jpg,512,512,U,172,0,359,144
image_000224.jpg,512,512,K,148,14,366,215
image_000225.jpg,512,512,Z,315,251,429,375
image_000226.jpg,512,512,K,169,144,379,337
image_000227.jpg,512,512,W,257,15,454,193
image_000228.jpg,512,512,V,322,124,505,311
image_000229.jpg,512,512,H,90,231,260,386
image_000230.jpg,512,512,L,178,99,356,283
image_000231.jpg,512,512,Q,348,198,509,367
image_000232.jpg,512,512,I,181,143,287,263
image_000232.jpg,512,512,W,256,19,452,220
image_000233.jpg,512,512,Q,132,303,261,421
image_000234.jpg,512,512,L,106,65,322,260
image_000234.jpg,512,512,M,58,5,260,194
image_000235.jpg,512,512,U,22,52,157,203
image_000236.jpg,512,512,E,156,153,336,352
image_000237.jpg,512,512,G,160,180,362,365
image_000238.jpg,512,512,J,40,94,175,225
image_000239.jpg,512,512,C,307,250,434,366
image_000240.jpg,512,512,H,89,0,282,130
image_000241.jpg,512,512,F,0,222,154,396
image_000241.jpg,512,512,Q,251,170,429,332
image_000242.jpg,512,512,B,336,111,511,281
image_000243.jpg,512,512,L,227,36,363,164
image_000244.jpg,512,512,E,181,279,298,386
image_000245.jpg,512,512,O,147,0,368,201
image_000246.jpg,512,512,O,122,297,228,413
image_000247.jpg,512,512,J,325,180,495,334
image_000248.jpg,512,512,G,290,4,429,140
image_000248.jpg,512,512,I,165,300,285,423
image_000249.jpg,512,512,M,55,202,205,338
image_000250.jpg,512,512,I,215,0,412,161
image_000251.jpg,512,512,R,41,84,187,216
image_000252.jpg,512,512,W,241,123,404,271
image_000253.jpg,512,512,L,148,175,318,353
image_000254.jpg,512,512,V,121,225,298,399
image_000255.jpg,512,512,E,203,105,410,296
image_000256.jpg,512,512,U,133,175,282,317
image_000257.jpg,512,512,L,263,173,415,311
image_000258.jpg,512,512,U,363,49,506,181
image_000259.jpg,512,512,R,265,255,390,370
image_000260.jpg,512,512,W,114,0,312,202
image_000261.jpg,512,512,W,46,233,196,394
image_000262.jpg,512,512,L,172,57,364,232
image_000263.jpg,512,512,W,185,193,397,386
image_000264.jpg,512,512,G,50,101,250,283
image_000265.jpg,512,512,O,148,150,350,337
image_000266.jpg,512,512,W,183,198,363,389
image_000267.jpg,512,512,K,127,179,311,346
image_000268.jpg,512,512,Y,164,223,338,383
image_000269.jpg,512,512,B,159,51,364,239
image_000270.jpg,512,512,H,360,235,499,386
image_000271.jpg,512,512,U,60,143,273,346
image_000272.jpg,512,512,U,328,44,454,168
image_000273.jpg,512,512,T,289,0,427,127
image_000274.jpg,512,512,U,59,28,253,210
image_000275.jpg,512,512,A,196,63,346,235
image_000276.jpg,512,512,Z,112,101,306,293
image_000277.jpg,512,512,N,53,160,220,311
image_000278.jpg,512,512,X,79,72,289,289
image_000278.jpg,512,512,Q,94,112,270,272
image_000279.jpg,512,512,D,339,302,456,408
image_000280.jpg,512,512,F,274,210,477,397
image_000281.jpg,512,512,Q,288,179,454,331
image_000282.jpg,512,512,O,50,23,273,227
image_000283.jpg,512,512,U,118,0,304,128
image_000284.jpg,512,512,I,242,83,434,257
image_000285.jpg,512,512,G,96,114,247,251
image_000286.jpg,512,512,T,4,260,192,431
image_000287.jpg,512,512,K,105,27,275,188
image_000288.jpg,512,512,B,64,126,179,231
image_000289.jpg,512,512,T,0,220,205,413
image_000290.jpg,512,512,T,74,83,256,276
image_000291.jpg,512,512,W,165,0,340,141
image_000292.jpg,512,512,N,273,187,444,356
image_000292.jpg,512,512,A,106,203,266,387
image_000293.jpg,512,512,H,170,13,358,194
image_000294.jpg,512,512,M,209,12,325,144
image_000295.jpg,512,512,A,140,111,302,259
image_000296.jpg,512,512,T,236,210,454,411
image_000297.jpg,512,512,G,331,142,506,300
image_000298.jpg,512,512,O,80,66,282,275
image_000298.jpg,512,512,X,259,51,444,219
image_000299.jpg,512,512,I,39,265,213,424
image_000300.jpg,512,512,G,147,115,333,288
image_000301.jpg,512,512,X,37,203,180,332
image_000302.jpg,512,512,L,247,47,466,248
image_000303.jpg,512,512,L,171,186,387,384
image_000304.jpg,512,512,I,197,0,407,183
image_000305.jpg,512,512,H,343,122,461,230
image_000306.jpg,512,512,K,0,153,184,331
image_000307.jpg,512,512,F,319,268,474,410
image_000308.jpg,512,512,J,182,291,332,428
image_000309.jpg,512,512,R,234,0,411,142
image_000310.jpg,512,512,F,24,234,207,446
image_000311.jpg,512,512,X,233,260,459,464
image_000312.jpg,512,512,D,79,91,288,294
image_000313.jpg,512,512,E,152,11,359,203
image_000314.jpg,512,512,O,245,5,429,151
image_000315.jpg,512,512,V,77,254,257,452
image_000316.jpg,512,512,Q,110,47,242,201
image_000316.jpg,512,512,P,96,64,244,201
image_000317.jpg,512,512,K,239,0,379,135
image_000318.jpg,512,512,B,129,20,309,197
image_000319.jpg,512,512,W,234,136,413,338
image_000320.jpg,512,512,H,38,79,168,212
image_000321.jpg,512,512,N,316,168,494,356
image_000322.jpg,512,512,Y,226,299,368,429
image_000323.jpg,512,512,W,293,0,436,152
image_000324.jpg,512,512,G,34,81,207,240
image_000325.jpg,512,512,G,138,244,330,416
image_000326.jpg,512,512,E,149,0,317,152
image_000327.jpg,512,512,X,134,13,248,118
image_000328.jpg,512,512,N,82,346,217,500
image_000329.jpg,512,512,P,180,269,290,382
image_000330.jpg,512,512,U,84,217,302,415
image_000331.jpg,512,512,M,236,200,387,339
image_000331.jpg,512,512,U,0,249,201,437
image_000332.jpg,512,512,H,227,261,430,445
image_000333.jpg,512,512,N,280,69,451,225
image_000334.jpg,512,512,X,6,178,180,361
image_000335.jpg,512,512,A,24,187,162,312
image_000336.jpg,512,512,B,17,148,155,274
image_000337.jpg,512,512,Y,183,114,294,232
image_000338.jpg,512,512,K,230,246,407,408
image_000339.jpg,512,512,V,128,69,295,224
image_000340.jpg,512,512,X,181,80,392,271
image_000341.jpg,512,512,U,254,73,439,242
image_000342.jpg,512,512,M,207,91,340,212
image_000343.jpg,512,512,E,301,84,481,291
image_000344.jpg,512,512,E,99,74,255,218
image_000345.jpg,512,512,L,278,93,401,204
image_000346.jpg,512,512,T,48,285,162,393
image_000347.jpg,512,512,G,282,52,431,221
image_000348.jpg,512,512,G,0,252,213,448
image_000348.jpg,512,512,H,223,102,414,276
image_000349.jpg,512,512,J,185,108,341,249
image_000350.jpg,512,512,P,287,190,442,350
image_000351.jpg,512,512,G,134,163,287,304
image_000352.jpg,512,512,I,175,206,350,364
image_000353.jpg,512,512,H,289,137,438,283
image_000354.jpg,512,512,I,158,184,346,375
image_000355.jpg,512,512,X,26,181,225,360
image_000356.jpg,512,512,R,298,63,505,285
image_000357.jpg,512,512,V,9,83,123,193
image_000358.jpg,512,512,E,194,144,303,250
image_000359.jpg,512,512,T,189,0,399,144
image_000360.jpg,512,512,A,34,251,209,411
image_000361.jpg,512,512,V,296,5,442,168
image_000362.jpg,512,512,H,171,265,305,387
image_000363.jpg,512,512,L,112,19,323,229
image_000364.jpg,512,512,C,247,238,433,409
image_000365.jpg,512,512,R,188,215,355,369
image_000366.jpg,512,512,U,132,227,333,411
image_000367.jpg,512,512,B,324,217,459,343
image_000368.jpg,512,512,C,78,144,260,322
image_000369.jpg,512,512,K,73,97,179,210
image_000370.jpg,512,512,C,209,172,344,317
image_000371.jpg,512,512,R,231,18,364,173
image_000372.jpg,512,512,Q,113,0,309,162
image_000373.jpg,512,512,T,302,51,490,245
image_000374.jpg,512,512,I,125,29,321,212
image_000375.jpg,512,512,F,198,0,382,164
image_000376.jpg,512,512,W,107,156,220,274
image_000377.jpg,512,512,M,54,0,202,118
image_000378.jpg,512,512,I,41,159,163,273
image_000379.jpg,512,512,D,133,59,245,165
image_000379.jpg,512,512,K,0,112,169,316
image_000380.jpg,512,512,R,293,162,504,358
image_000381.jpg,512,512,E,119,33,262,164
image_000382.jpg,512,512,J,27,37,194,189
image_000383.jpg,512,512,T,177,17,363,185
image_000384.jpg,512,512,T,297,137,450,277
image_000385.jpg,512,512,U,6,83,205,309
image_000385.jpg,512,512,G,52,94,218,245
image_000386.jpg,512,512,U,194,61,361,213
image_000387.jpg,512,512,M,294,12,430,170
image_000388.jpg,512,512,Y,319,98,485,265
image_000389.jpg,512,512,J,31,245,215,447
image_000390.jpg,512,512,E,76,188,251,365
image_000391.jpg,512,512,C,201,169,361,316
image_000392.jpg,512,512,W,30,313,183,465
image_000392.jpg,512,512,Z,189,0,352,167
image_000393.jpg,512,512,L,226,185,353,307
image_000394.jpg,512,512,Y,303,65,453,203
image_000395.jpg,512,512,X,187,162,356,315
image_000396.jpg,512,512,Y,191,0,357,193
image_000397.jpg,512,512,J,297,0,440,145
image_000398.jpg,512,512,J,269,170,419,306
image_000399.jpg,512,512,X,81,73,259,261
image_000400.jpg,512,512,K,190,6,354,197
image_000401.jpg,512,512,F,99,110,272,266
image_000402.jpg,512,512,U,231,164,368,287
image_000403.jpg,512,512,G,168,0,331,135
image_000404.jpg,512,512,W,0,35,158,233
image_000405.jpg,512,512,K,44,220,177,339
image_000406.jpg,512,512,K,190,160,368,323
image_000407.jpg,512,512,T,277,241,397,375
image_000408.jpg,512,512,V,63,83,190,200
image_000409.jpg,512,512,Q,201,174,355,314
image_000410.jpg,512,512,R,208,275,394,449
image_000411.jpg,512,512,E,315,172,438,306
image_000412.jpg,512,512,P,297,317,422,431
image_000413.jpg,512,512,V,235,139,402,293
image_000414.jpg,512,512,Z,71,47,265,226
image_000415.jpg,512,512,O,254,132,427,289
image_000416.jpg,512,512,I,255,47,440,244
image_000417.jpg,512,512,X,68,137,223,293
image_000417.jpg,512,512,U,69,270,263,446
image_000418.jpg,512,512,C,318,260,479,407
image_000419.jpg,512,512,S,274,162,462,333
image_000419.jpg,512,512,T,110,53,239,172
image_000420.jpg,512,512,I,16,261,195,423
image_000421.jpg,512,512,Q,165,0,364,184
image_000422.jpg,512,512,B,236,0,442,172
image_000423.jpg,512,512,W,75,255,222,389
image_000424.jpg,512,512,U,147,148,285,281
image_000425.jpg,512,512,C,278,183,422,341
image_000426.jpg,512,512,P,21,267,160,411
image_000427.jpg,512,512,O,251,219,422,398
image_000428.jpg,512,512,N,146,54,350,240
image_000429.jpg,512,512,E,150,84,319,252
image_000430.jpg,512,512,D,234,0,399,134
image_000431.jpg,512,512,O,344,71,452,177
image_000432.jpg,512,512,U,264,306,411,441
image_000433.jpg,512,512,C,318,57,470,195
image_000434.jpg,512,512,W,155,0,352,168
image_000435.jpg,512,512,C,71,193,202,312
image_000436.jpg,512,512,D,137,0,362,184
image_000437.jpg,512,512,X,8,50,211,235
image_000438.jpg,512,512,Y,167,173,379,368
image_000439.jpg,512,512,T,140,196,320,369
image_000440.jpg,512,512,N,121,49,287,232
image_000441.jpg,512,512,D,94,268,273,430
image_000442.jpg,512,512,I,75,169,251,347
image_000443.jpg,512,512,W,284,321,399,427
image_000444.jpg,512,512,G,49,15,228,200
image_000445.jpg,512,512,P,66,163,223,308
image_000446.jpg,512,512,A,260,0,466,168
image_000447.jpg,512,512,L,61,165,215,344
image_000448.jpg,512,512,S,148,16,270,127
image_000449.jpg,512,512,Q,244,246,387,375
image_000450.jpg,512,512,U,206,71,379,228
image_000451.jpg,512,512,G,10,49,226,253
image_000452.jpg,512,512,U,17,208,194,389
image_000453.jpg,512,512,B,319,31,455,161
image_000454.jpg,512,512,V,218,0,405,173
image_000455.jpg,512,512,F,118,157,274,322
image_000456.jpg,512,512,L,269,76,386,204
image_000456.jpg,512,512,Y,79,83,289,274
image_000457.jpg,512,512,S,149,131,334,299
image_000458.jpg,512,512,F,79,32,229,173
image_000459.jpg,512,512,H,0,165,142,346
image_000460.jpg,512,512,L,91,310,235,465
image_000461.jpg,512,512,W,121,60,315,236
image_000462.jpg,512,512,I,156,0,353,181
image_000463.jpg,512,512,H,260,297,465,484
image_000464.jpg,512,512,J,81,0,278,161
image_000465.jpg,512,512,J,87,170,261,328
image_000466.jpg,512,512,P,231,163,451,367
image_000467.jpg,512,512,E,168,97,281,200
image_000468.jpg,512,512,A,6,187,187,402
image_000469.jpg,512,512,D,344,88,465,227
image_000470.jpg,512,512,E,57,285,232,479
image_000471.jpg,512,512,W,129,181,336,376
image_000472.jpg,512,512,U,0,124,193,308
image_000473.jpg,512,512,H,286,300,431,431
image_000473.jpg,512,512,X,142,80,276,233
image_000474.jpg,512,512,Y,37,25,213,183
image_000475.jpg,512,512,R,266,140,416,277
image_000476.jpg,512,512,C,266,262,391,385
image_000477.jpg,512,512,K,246,322,374,439
image_000477.jpg,512,512,B,19,242,211,416
image_000478.jpg,512,512,O,207,17,382,178
image_000479.jpg,512,512,D,263,358,375,463
image_000480.jpg,512,512,L,297,0,482,157
image_000481.jpg,512,512,C,32,302,146,405
image_000482.jpg,512,512,Z,15,105,164,242
image_000483.jpg,512,512,X,0,167,148,310
image_000484.jpg,512,512,F,150,52,290,184
image_000485.jpg,512,512,U,137,163,284,298
image_000486.jpg,512,512,E,197,246,357,391
image_000487.jpg,512,512,R,305,216,503,399
image_000488.jpg,512,512,P,201,101,351,239
image_000489.jpg,512,512,T,282,290,421,416
image_000490.jpg,512,512,Q,215,77,368,217
image_000491.jpg,512,512,H,239,318,383,450
image_000492.jpg,512,512,H,320,48,480,228
image_000493.jpg,512,512,F,231,258,358,384
image_000494.jpg,512,512,A,91,128,281,303
image_000495.jpg,512,512,Z,135,46,343,234
image_000496.jpg,512,512,H,0,103,165,265
image_000497.jpg,512,512,Z,297,281,415,407
image_000497.jpg,512,512,K,49,210,168,320
image_000498.jpg,512,512,Q,295,20,483,232
image_000499.jpg,512,512,D,139,310,282,455
image_000500.jpg,640,640,G,176,128,361,343
image_000501.jpg,640,640,K,250,394,393,579
image_000502.jpg,640,640,T,285,263,552,515
image_000503.jpg,640,640,F,4,3,213,173
image_000503.jpg,640,640,G,288,153,555,407
image_000504.jpg,640,640,F,43,43,224,237
image_000505.jpg,640,640,F,166,135,334,293
image_000506.jpg,640,640,K,34,167,261,431
image_000507.jpg,640,640,V,106,180,323,383
image_000508.jpg,640,640,M,110,6,345,232
image_000509.jpg,640,640,Q,431,86,581,265
image_000510.jpg,640,640,V,362,3,639,175
image_000511.jpg,640,640,O,109,273,279,438
image_000511.jpg,640,640,D,0,55,172,277
image_000512.jpg,640,640,R,196,10,428,265
image_000513.jpg,640,640,W,151,44,384,259
image_000514.jpg,640,640,F,227,338,424,528
image_000515.jpg,640,640,A,200,292,436,586
image_000516.jpg,640,640,G,395,129,601,367
image_000517.jpg,640,640,D,326,37,599,297
image_000518.jpg,640,640,F,104,0,389,205
image_000519.jpg,640,640,E,274,133,510,353
image_000520.jpg,640,640,V,0,16,294,299
image_000521.jpg,640,640,S,177,232,358,403
image_000522.jpg,640,640,Z,222,0,471,199
image_000523.jpg,640,640,E,344,94,490,275
image_000524.jpg,640,640,I,300,196,483,374
image_000525.jpg,640,640,Q,303,186,477,391
image_000526.jpg,640,640,H,244,158,520,430
image_000527.jpg,640,640,P,233,83,464,305
image_000528.jpg,640,640,I,289,349,460,539
image_000529.jpg,640,640,E,180,256,435,494
image_000530.jpg,640,640,G,457,165,605,348
image_000531.jpg,640,640,K,87,267,343,504
image_000532.jpg,640,640,B,357,113,506,310
image_000533.jpg,640,640,R,117,147,278,327
image_000534.jpg,640,640,V,310,93,584,351
image_000535.jpg,640,640,L,281,40,544,287
image_000536.jpg,640,640,Z,315,150,567,463
image_000537.jpg,640,640,K,208,0,493,265
image_000538.jpg,640,640,S,179,2,486,185
image_000539.jpg,640,640,Y,154,84,349,272
image_000540.jpg,640,640,J,244,333,409,531
image_000541.jpg,640,640,J,113,246,407,523
image_000542.jpg,640,640,Z,356,81,520,244
image_000543.jpg,640,640,W,321,336,568,569
image_000544.jpg,640,640,W,223,192,517,470
image_000545.jpg,640,640,Q,35,139,217,315
image_000546.jpg,640,640,A,301,21,595,331
image_000547.jpg,640,640,Z,22,1,295,231
image_000548.jpg,640,640,A,288,21,592,289
image_000549.jpg,640,640,N,204,89,485,349
image_000550.jpg,640,640,Q,268,197,544,480
image_000551.jpg,640,640,L,192,29,386,212
image_000552.jpg,640,640,X,108,6,378,269
image_000553.jpg,640,640,F,361,221,573,419
image_000554.jpg,640,640,K,121,2,336,214
image_000555.jpg,640,640,G,317,371,520,552
image_000556.jpg,640,640,X,319,87,538,301
image_000557.jpg,640,640,F,366,196,630,448
image_000558.jpg,640,640,I,338,7,639,221
image_000559.jpg,640,640,C,205,125,491,413
image_000560.jpg,640,640,Y,56,359,236,561
image_000561.jpg,640,640,K,328,2,592,280
image_000562.jpg,640,640,H,48,261,277,537
image_000563.jpg,640,640,I,7,288,222,492
image_000564.jpg,640,640,N,3,161,234,426
image_000565.jpg,640,640,V,187,184,387,366
image_000566.jpg,640,640,H,192,0,470,193
image_000567.jpg,640,640,P,381,61,637,340
image_000568.jpg,640,640,Z,380,146,559,316
image_000569.jpg,640,640,L,11,210,196,399
